('aahed', '6')
('parly', '4')
('parma', '5')
('parol', '3')
('parps', '8')
('parra', '6')
('parrs', '8')
('parry', '6')
('parse', '3')
('parti', '3')
('parts', '4')
('party', '4')
('parve', '6')
('parvo', '5')
('paseo', '3')
('pases', '7')
('pasha', '5')
('pashm', '4')
('paska', '5')
('paspy', '8')
('passe', '5')
('pasta', '5')
('paste', '3')
('pasts', '7')
('pasty', '5')
('patch', '5')
('pated', '4')
('paten', '3')
('pater', '5')
('pates', '4')
('paths', '5')
('patin', '4')
('patio', '3')
('patka', '6')
('patly', '3')
('patsy', '4')
('patte', '5')
('patty', '5')
('patus', '5')
('pauas', '6')
('pauls', '5')
('pause', '4')
('pavan', '5')
('paved', '6')
('paven', '3')
('paver', '7')
('paves', '8')
('pavid', '4')
('pavin', '4')
('pavis', '4')
('pawas', '7')
('pawaw', '5')
('pawed', '5')
('pawer', '6')
('pawks', '6')
('pawky', '4')
('pawls', '7')
('pawns', '6')
('paxes', '10')
('payed', '4')
('payee', '5')
('payer', '4')
('payor', '4')
('paysd', '4')
('peace', '4')
('peach', '4')
('peage', '5')
('peags', '5')
('peaks', '6')
('peaky', '4')
('peals', '4')
('peans', '4')
('peare', '4')
('pearl', '4')
('pears', '3')
('peart', '3')
('pease', '3')
('peats', '4')
('peaty', '3')
('peavy', '5')
('peaze', '6')
('pebas', '5')
('pecan', '4')
('pechs', '4')
('pecke', '4')
('pecks', '5')
('pecky', '4')
('pedal', '4')
('pedes', '6')
('pedis', '3')
('pedro', '4')
('peece', '4')
('peeks', '5')
('peels', '4')
('peens', '4')
('peeoy', '4')
('peepe', '7')
('peeps', '6')
('peers', '3')
('peery', '4')
('peeve', '6')
('peggy', '5')
('peghs', '5')
('peins', '3')
('peise', '4')
('peize', '5')
('pekan', '5')
('pekes', '5')
('pekin', '4')
('pekoe', '4')
('pelas', '3')
('pelau', '5')
('peles', '5')
('pelfs', '6')
('pells', '5')
('pelma', '4')
('pelon', '3')
('pelta', '4')
('pelts', '3')
('penal', '3')
('pence', '4')
('pends', '4')
('pendu', '3')
('pened', '5')
('penes', '5')
('pengo', '4')
('penie', '5')
('penis', '4')
('penks', '5')
('penna', '4')
('penne', '5')
('penni', '4')
('penny', '4')
('pents', '4')
('peons', '3')
('peony', '3')
('pepla', '4')
('pepos', '5')
('peppy', '6')
('pepsi', '4')
('perai', '3')
('perce', '5')
('perch', '5')
('percs', '6')
('perdu', '5')
('perdy', '4')
('perea', '3')
('peres', '5')
('peril', '3')
('peris', '3')
('perks', '7')
('perky', '5')
('perms', '5')
('perns', '4')
('perog', '3')
('perps', '9')
('perry', '6')
('perse', '5')
('perst', '2')
('perts', '4')
('perve', '6')
('pervo', '4')
('pervs', '8')
('pervy', '7')
('pesky', '4')
('pesos', '4')
('pesto', '3')
('pests', '5')
('pesty', '4')
('petal', '4')
('petar', '3')
('peter', '5')
('petit', '6')
('petre', '4')
('petri', '4')
('petti', '4')
('petto', '3')
('petty', '6')
('pewee', '4')
('pewit', '5')
('peyse', '5')
('phage', '5')
('phang', '4')
('phare', '4')
('pharm', '6')
('phase', '4')
('pheer', '5')
('phene', '4')
('pheon', '4')
('phese', '5')
('phial', '4')
('phish', '5')
('phizz', '4')
('phlox', '4')
('phoca', '3')
('phone', '3')
('phono', '4')
('phons', '4')
('phony', '3')
('photo', '4')
('phots', '5')
('phpht', '4')
('phuts', '4')
('phyla', '3')
('phyle', '4')
('piani', '5')
('piano', '3')
('pians', '3')
('pibal', '4')
('pical', '4')
('picas', '4')
('piccy', '4')
('picks', '5')
('picky', '4')
('picot', '4')
('picra', '3')
('picul', '5')
('piece', '4')
('piend', '3')
('piers', '3')
('piert', '3')
('pieta', '4')
('piets', '3')
('piety', '4')
('piezo', '5')
('piggy', '5')
('pight', '4')
('pigmy', '4')
('piing', '4')
('pikas', '5')
('pikau', '4')
('piked', '5')
('piker', '4')
('pikes', '4')
('pikey', '3')
('pikis', '5')
('pikul', '6')
('pilae', '3')
('pilaf', '5')
('pilao', '3')
('pilar', '3')
('pilau', '4')
('pilaw', '6')
('pilch', '4')
('pilea', '3')
('piled', '3')
('pilei', '4')
('piler', '3')
('piles', '3')
('pilis', '4')
('pills', '4')
('pilot', '3')
('pilow', '4')
('pilum', '4')
('pilus', '4')
('pimas', '3')
('pimps', '7')
('pinas', '3')
('pinch', '4')
('pined', '3')
('pines', '4')
('piney', '3')
('pingo', '3')
('pings', '5')
('pinko', '4')
('pinks', '6')
('pinky', '4')
('pinna', '4')
('pinny', '5')
('pinon', '4')
('pinot', '3')
('pinta', '3')
('pinto', '3')
('pints', '4')
('pinup', '4')
('pions', '3')
('piony', '3')
('pious', '3')
('pioye', '3')
('pioys', '4')
('pipal', '5')
('pipas', '6')
('piped', '6')
('piper', '5')
('pipes', '7')
('pipet', '5')
('pipis', '6')
('pipit', '4')
('pippy', '7')
('pipul', '4')
('pique', '4')
('pirai', '4')
('pirls', '5')
('pirns', '3')
('pirog', '3')
('pisco', '4')
('pises', '5')
('pisky', '4')
('pisos', '4')
('pissy', '5')
('piste', '3')
('pitas', '4')
('pitch', '4')
('piths', '5')
('pithy', '4')
('piton', '4')
('pitot', '6')
('pitta', '4')
('piums', '4')
('pivot', '5')
('pixel', '5')
('pixes', '8')
('pixie', '5')
('pized', '6')
('pizes', '6')
('pizza', '6')
('plaas', '6')
('place', '4')
('plack', '4')
('plage', '4')
('plaid', '3')
('plain', '3')
('plait', '3')
('plane', '3')
('plank', '3')
('plans', '3')
('plant', '4')
('plaps', '7')
('plash', '4')
('plasm', '5')
('plast', '4')
('plate', '3')
('plats', '3')
('platt', '5')
('platy', '4')
('playa', '4')
('plays', '5')
('plaza', '4')
('plead', '4')
('pleas', '3')
('pleat', '3')
('plebe', '5')
('plebs', '5')
('plena', '3')
('pleon', '4')
('plesh', '4')
('plews', '6')
('plica', '4')
('plied', '4')
('plier', '4')
('plies', '3')
('plims', '4')
('pling', '4')
('plink', '3')
('ploat', '3')
('plods', '3')
('plong', '4')
('plonk', '5')
('plook', '5')
('plops', '6')
('plots', '3')
('plotz', '4')
('plouk', '4')
('plows', '5')
('ploye', '5')
('ploys', '4')
('pluck', '4')
('plues', '4')
('pluff', '5')
('plugs', '5')
('plumb', '4')
('plume', '3')
('plump', '5')
('plums', '4')
('plumy', '3')
('plunk', '4')
('pluot', '4')
('plush', '4')
('pluto', '3')
('plyer', '4')
('poach', '4')
('poaka', '5')
('poake', '3')
('poboy', '4')
('pocks', '4')
('pocky', '4')
('podal', '4')
('poddy', '4')
('podex', '4')
('podge', '4')
('podgy', '3')
('podia', '3')
('poems', '4')
('poeps', '5')
('poesy', '4')
('poets', '2')
('pogey', '4')
('pogge', '5')
('pogos', '6')
('pohed', '4')
('poilu', '3')
('poind', '3')
('point', '3')
('poise', '4')
('pokal', '5')
('poked', '5')
('poker', '6')
('pokes', '6')
('pokey', '5')
('pokie', '5')
('polar', '3')
('poled', '3')
('poler', '3')
('poles', '4')
('poley', '3')
('polio', '4')
('polis', '3')
('polje', '5')
('polka', '3')
('polks', '6')
('polls', '7')
('polly', '5')
('polos', '7')
('polts', '4')
('polyp', '4')
('polys', '5')
('pombe', '4')
('pomes', '5')
('pommy', '5')
('pomos', '5')
('pomps', '6')
('ponce', '3')
('poncy', '3')
('ponds', '4')
('pones', '3')
('poney', '3')
('ponga', '4')
('pongo', '4')
('pongs', '6')
('pongy', '4')
('ponks', '5')
('ponts', '4')
('ponty', '3')
('ponzu', '5')
('pooch', '5')
('poods', '5')
('pooed', '6')
('poofs', '6')
('poofy', '5')
('poohs', '5')
('pooja', '6')
('pooka', '6')
('pooks', '5')
('pools', '6')
('poons', '5')
('poops', '7')
('poopy', '7')
('poori', '4')
('poort', '3')
('poots', '5')
('poove', '6')
('poovy', '6')
('popes', '6')
('poppa', '7')
('poppy', '7')
('popsy', '6')
('porae', '2')
('poral', '4')
('porch', '4')
('pored', '4')
('porer', '5')
('pores', '3')
('porge', '4')
('porgy', '3')
('porin', '2')
('porks', '4')
('porky', '4')
('porno', '4')
('porns', '3')
('porny', '3')
('porta', '2')
('ports', '3')
('porty', '4')
('posed', '4')
('poser', '3')
('poses', '7')
('posey', '4')
('posho', '5')
('posit', '2')
('posse', '7')
('posts', '6')
('potae', '3')
('potch', '4')
('poted', '4')
('potes', '5')
('potin', '3')
('potoo', '5')
('potsy', '3')
('potto', '4')
('potts', '7')
('potty', '5')
('pouch', '4')
('pouff', '5')
('poufs', '6')
('pouke', '5')
('pouks', '5')
('poule', '4')
('poulp', '3')
('poult', '3')
('pound', '3')
('poupe', '6')
('poupt', '4')
('pours', '3')
('pouts', '4')
('pouty', '4')
('powan', '4')
('power', '7')
('powin', '4')
('pownd', '4')
('powns', '5')
('powny', '4')
('powre', '5')
('poxed', '7')
('poxes', '8')
('poynt', '4')
('poyou', '5')
('poyse', '6')
('pozzy', '6')
('praam', '5')
('prads', '4')
('prahu', '4')
('prams', '6')
('prana', '6')
('prang', '5')
('prank', '4')
('praos', '4')
('prase', '3')
('prate', '4')
('prats', '4')
('pratt', '6')
('praty', '3')
('praus', '5')
('prawn', '5')
('prays', '7')
('predy', '4')
('preed', '5')
('preen', '4')
('prees', '4')
('preif', '4')
('prems', '5')
('premy', '5')
('prent', '4')
('preon', '3')
('preop', '4')
('preps', '8')
('presa', '4')
('prese', '4')
('press', '7')
('prest', '4')
('preve', '6')
('prexy', '6')
('preys', '6')
('prial', '3')
('price', '4')
('prick', '5')
('pricy', '4')
('pride', '3')
('pried', '4')
('prief', '4')
('prier', '4')
('pries', '3')
('prigs', '6')
('prill', '4')
('prima', '3')
('prime', '4')
('primi', '5')
('primo', '4')
('primp', '5')
('prims', '4')
('primy', '5')
('prink', '4')
('print', '3')
('prion', '3')
('prior', '4')
('prise', '3')
('prism', '5')
('priss', '7')
('privy', '6')
('prize', '5')
('proas', '3')
('probe', '5')
('probs', '7')
('prods', '4')
('proem', '3')
('profs', '8')
('progs', '6')
('proin', '4')
('proke', '4')
('prole', '3')
('proll', '4')
('promo', '5')
('proms', '5')
('prone', '4')
('prong', '5')
('pronk', '5')
('proof', '6')
('props', '11')
('prore', '6')
('prose', '4')
('proso', '5')
('pross', '9')
('prost', '4')
('prosy', '4')
('proto', '4')
('proud', '4')
('proul', '3')
('prove', '7')
('prowl', '4')
('prows', '10')
('proxy', '5')
('proyn', '3')
('prude', '4')
('prune', '4')
('prunt', '3')
('pruta', '4')
('pryer', '6')
('pryse', '5')
('psalm', '4')
('pseud', '4')
('pshaw', '4')
('psion', '4')
('psoae', '3')
('psoai', '3')
('psoas', '5')
('psora', '4')
('psych', '4')
('psyop', '4')
('pubco', '4')
('pubes', '4')
('pubic', '4')
('pubis', '4')
('pucan', '3')
('pucer', '4')
('puces', '4')
('pucka', '4')
('pucks', '4')
('puddy', '4')
('pudge', '4')
('pudgy', '4')
('pudic', '4')
('pudor', '4')
('pudsy', '4')
('pudus', '4')
('puers', '4')
('puffa', '4')
('puffs', '5')
('puffy', '5')
('puggy', '4')
('pugil', '5')
('puhas', '5')
('pujah', '4')
('pujas', '7')
('pukas', '4')
('puked', '4')
('puker', '5')
('pukes', '5')
('pukey', '4')
('pukka', '5')
('pukus', '5')
('pulao', '4')
('pulas', '4')
('puled', '4')
('puler', '4')
('pules', '4')
('pulik', '4')
('pulis', '3')
('pulka', '4')
('pulks', '4')
('pulli', '3')
('pulls', '5')
('pully', '6')
('pulmo', '4')
('pulps', '6')
('pulpy', '4')
('pulse', '3')
('pulus', '7')
('pumas', '4')
('pumie', '3')
('pumps', '9')
('punas', '4')
('punce', '4')
('punch', '3')
('punga', '4')
('pungs', '4')
('punji', '5')
('punka', '3')
('punks', '5')
('punky', '3')
('punny', '4')
('punto', '3')
('punts', '5')
('punty', '3')
('pupae', '4')
('pupal', '5')
('pupas', '6')
('pupil', '4')
('puppy', '6')
('pupus', '6')
('purda', '4')
('pured', '5')
('puree', '4')
('purer', '5')
('pures', '4')
('purge', '4')
('purin', '3')
('puris', '3')
('purls', '4')
('purpy', '3')
('purrs', '6')
('purse', '4')
('pursy', '3')
('purty', '3')
('puses', '6')
('pushy', '4')
('pusle', '3')
('pussy', '5')
('putid', '3')
('puton', '4')
('putti', '4')
('putto', '4')
('putts', '6')
('putty', '4')
('puzel', '5')
('pwned', '6')
('pyats', '5')
('pyets', '4')
('pygal', '4')
('pygmy', '4')
('pyins', '3')
('pylon', '3')
('pyned', '4')
('pynes', '4')
('pyoid', '3')
('pyots', '4')
('pyral', '5')
('pyran', '4')
('pyres', '6')
('pyrex', '5')
('pyric', '3')
('pyros', '4')
('pyxed', '6')
('pyxes', '6')
('pyxie', '4')
('pyxis', '4')
('pzazz', '4')
('qadis', '9')
('qaids', '8')
('qajaq', '6')
('qanat', '6')
('qapik', '5')
('qibla', '5')
('qophs', '6')
('qorma', '6')
('quack', '4')
('quads', '5')
('quaff', '5')
('quags', '6')
('quail', '4')
('quair', '5')
('quais', '4')
('quake', '4')
('quaky', '4')
('quale', '6')
('qualm', '5')
('quant', '5')
('quare', '5')
('quark', '5')
('quart', '6')
('quash', '4')
('quasi', '5')
('quass', '7')
('quate', '5')
('quats', '5')
('quayd', '4')
('quays', '5')
('qubit', '4')
('quean', '5')
('queen', '5')
('queer', '8')
('quell', '5')
('queme', '4')
('quena', '6')
('quern', '4')
('query', '5')
('quest', '4')
('queue', '5')
('queyn', '4')
('queys', '6')
('quich', '4')
('quick', '5')
('quids', '6')
('quiet', '4')
('quiff', '5')
('quill', '4')
('quilt', '5')
('quims', '4')
('quina', '4')
('quine', '5')
('quino', '4')
('quins', '5')
('quint', '3')
('quipo', '4')
('quips', '6')
('quipu', '4')
('quire', '4')
('quirk', '5')
('quirt', '5')
('quist', '6')
('quite', '5')
('quits', '6')
('quoad', '5')
('quods', '4')
('quoif', '5')
('quoin', '4')
('quoit', '5')
('quoll', '4')
('quonk', '5')
('quops', '5')
('quota', '5')
('quote', '5')
('quoth', '4')
('qursh', '5')
('quyte', '4')
('rabat', '3')
('rabbi', '5')
('rabic', '4')
('rabid', '5')
('rabis', '7')
('raced', '4')
('racer', '6')
('races', '4')
('rache', '4')
('racks', '5')
('racon', '4')
('radar', '4')
('radge', '5')
('radii', '4')
('radio', '3')
('radix', '5')
('radon', '3')
('raffs', '8')
('rafts', '4')
('ragas', '7')
('ragde', '4')
('raged', '5')
('ragee', '6')
('rager', '9')
('rages', '5')
('ragga', '5')
('raggs', '7')
('raggy', '5')
('ragis', '5')
('ragus', '5')
('rahed', '8')
('rahui', '4')
('raias', '6')
('raids', '4')
('raiks', '5')
('raile', '2')
('rails', '2')
('raine', '3')
('rains', '3')
('rainy', '3')
('raird', '5')
('raise', '2')
('raita', '3')
('raits', '2')
('rajah', '5')
('rajas', '8')
('rajes', '11')
('raked', '7')
('rakee', '7')
('raker', '10')
('rakes', '6')
('rakia', '5')
('rakis', '6')
('rakus', '6')
('rales', '2')
('rally', '5')
('ralph', '4')
('ramal', '5')
('ramee', '4')
('ramen', '3')
('ramet', '3')
('ramie', '3')
('ramin', '3')
('ramis', '4')
('rammy', '4')
('ramps', '4')
('ramus', '4')
('ranas', '7')
('rance', '3')
('ranch', '5')
('rands', '4')
('randy', '4')
('ranee', '4')
('ranga', '5')
('range', '5')
('rangi', '4')
('rangs', '6')
('rangy', '4')
('ranid', '3')
('ranis', '3')
('ranke', '4')
('ranks', '5')
('rants', '3')
('raped', '3')
('raper', '6')
('rapes', '3')
('raphe', '5')
('rapid', '4')
('rappe', '6')
('rared', '11')
('raree', '5')
('rarer', '10')
('rares', '14')
('rarks', '10')
('rased', '3')
('raser', '7')
('rases', '7')
('rasps', '5')
('raspy', '3')
('rasse', '3')
('rasta', '3')
('ratal', '3')
('ratan', '4')
('ratas', '6')
('ratch', '4')
('rated', '3')
('ratel', '2')
('rater', '4')
('rates', '2')
('ratha', '4')
('rathe', '2')
('raths', '5')
('ratio', '2')
('ratoo', '3')
('ratos', '3')
('ratty', '5')
('ratus', '4')
('rauns', '3')
('raupo', '4')
('raved', '9')
('ravel', '3')
('raven', '4')
('raver', '10')
('raves', '8')
('ravey', '5')
('ravin', '5')
('rawer', '9')
('rawin', '4')
('rawly', '4')
('rawns', '4')
('raxed', '11')
('raxes', '10')
('rayah', '4')
('rayas', '6')
('rayed', '6')
('rayle', '3')
('rayne', '4')
('rayon', '5')
('razed', '10')
('razee', '8')
('razer', '9')
('razes', '9')
('razoo', '4')
('razor', '6')
('reach', '4')
('react', '3')
('readd', '4')
('reads', '5')
('ready', '3')
('reais', '4')
('reaks', '8')
('realm', '4')
('realo', '3')
('reals', '2')
('reame', '5')
('reams', '7')
('reamy', '4')
('reans', '3')
('reaps', '6')
('rearm', '6')
('rears', '9')
('reast', '2')
('reata', '3')
('reate', '3')
('reave', '6')
('rebar', '6')
('rebbe', '7')
('rebec', '4')
('rebel', '5')
('rebid', '3')
('rebit', '6')
('rebop', '4')
('rebus', '4')
('rebut', '5')
('rebuy', '4')
('recal', '4')
('recap', '5')
('recce', '6')
('recco', '4')
('reccy', '6')
('recit', '5')
('recks', '5')
('recon', '4')
('recta', '3')
('recti', '3')
('recto', '3')
('recur', '5')
('recut', '4')
('redan', '3')
('redds', '7')
('reddy', '5')
('reded', '7')
('redes', '5')
('redia', '3')
('redid', '4')
('redip', '4')
('redly', '3')
('redon', '3')
('redos', '4')
('redox', '4')
('redry', '5')
('redub', '4')
('redux', '5')
('redye', '4')
('reech', '5')
('reede', '4')
('reeds', '6')
('reedy', '4')
('reefs', '7')
('reefy', '6')
('reeks', '6')
('reeky', '5')
('reels', '3')
('reens', '4')
('reest', '3')
('reeve', '6')
('refed', '6')
('refel', '6')
('refer', '7')
('reffo', '5')
('refis', '3')
('refit', '7')
('refix', '5')
('refly', '4')
('refry', '7')
('regal', '5')
('regar', '6')
('reges', '5')
('reggo', '4')
('regie', '4')
('regma', '5')
('regna', '5')
('regos', '6')
('regur', '6')
('rehab', '5')
('rehem', '6')
('reifs', '5')
('reify', '4')
('reign', '4')
('reiki', '5')
('reiks', '4')
('reink', '4')
('reins', '3')
('reird', '4')
('reist', '2')
('reive', '4')
('rejig', '5')
('rejon', '6')
('reked', '5')
('rekes', '6')
('rekey', '5')
('relax', '3')
('relay', '2')
('relet', '3')
('relic', '3')
('relie', '3')
('relit', '3')
('rello', '3')
('reman', '4')
('remap', '4')
('remen', '5')
('remet', '4')
('remex', '7')
('remit', '4')
('remix', '4')
('renal', '3')
('renay', '3')
('rends', '4')
('renew', '5')
('reney', '4')
('renga', '4')
('renig', '4')
('renin', '5')
('renne', '4')
('renos', '3')
('rente', '3')
('rents', '2')
('reoil', '3')
('reorg', '4')
('repay', '4')
('repeg', '5')
('repel', '5')
('repin', '3')
('repla', '4')
('reply', '3')
('repos', '5')
('repot', '3')
('repps', '7')
('repro', '4')
('reran', '5')
('rerig', '5')
('rerun', '4')
('resat', '3')
('resaw', '5')
('resay', '4')
('resee', '4')
('reses', '7')
('reset', '3')
('resew', '5')
('resid', '3')
('resin', '3')
('resit', '3')
('resod', '3')
('resow', '4')
('resto', '3')
('rests', '3')
('resty', '4')
('resus', '5')
('retag', '4')
('retax', '5')
('retch', '4')
('retem', '3')
('retia', '3')
('retie', '3')
('retox', '4')
('retro', '4')
('retry', '5')
('reuse', '4')
('revel', '7')
('revet', '6')
('revie', '5')
('revue', '5')
('rewan', '5')
('rewax', '7')
('rewed', '5')
('rewet', '5')
('rewin', '4')
('rewon', '5')
('rewth', '4')
('rexes', '9')
('rezes', '8')
('rheas', '3')
('rheme', '5')
('rheum', '4')
('rhies', '4')
('rhime', '4')
('rhine', '3')
('rhino', '3')
('rhody', '3')
('rhomb', '4')
('rhone', '4')
('rhumb', '4')
('rhyme', '4')
('rhyne', '4')
('rhyta', '4')
('riads', '4')
('rials', '3')
('riant', '3')
('riata', '3')
('ribas', '3')
('ribby', '4')
('ribes', '8')
('riced', '4')
('ricer', '4')
('rices', '7')
('ricey', '4')
('richt', '4')
('ricin', '4')
('ricks', '5')
('rider', '8')
('rides', '4')
('ridge', '4')
('ridgy', '4')
('ridic', '4')
('riels', '3')
('riems', '4')
('rieve', '5')
('rifer', '7')
('riffs', '8')
('rifle', '3')
('rifte', '3')
('rifts', '3')
('rifty', '4')
('riggs', '7')
('right', '5')
('rigid', '4')
('rigol', '3')
('rigor', '3')
('riled', '4')
('riles', '3')
('riley', '3')
('rille', '4')
('rills', '3')
('rimae', '3')
('rimed', '4')
('rimer', '6')
('rimes', '5')
('rimus', '4')
('rinds', '3')
('rindy', '3')
('rines', '3')
('rings', '5')
('rinks', '4')
('rinse', '3')
('rioja', '4')
('riots', '2')
('riped', '5')
('ripen', '3')
('riper', '7')
('ripes', '6')
('ripps', '7')
('risen', '3')
('riser', '5')
('rises', '9')
('rishi', '4')
('risks', '6')
('risky', '3')
('risps', '6')
('risus', '5')
('rites', '3')
('ritts', '4')
('ritzy', '4')
('rival', '5')
('rivas', '4')
('rived', '6')
('rivel', '4')
('riven', '4')
('river', '8')
('rives', '10')
('rivet', '4')
('riyal', '4')
('rizas', '5')
('roach', '3')
('roads', '3')
('roams', '4')
('roans', '2')
('roars', '5')
('roary', '5')
('roast', '2')
('roate', '2')
('robed', '4')
('robes', '7')
('robin', '3')
('roble', '4')
('robot', '4')
('rocks', '5')
('rocky', '4')
('roded', '8')
('rodeo', '5')
('rodes', '5')
('roger', '4')
('rogue', '6')
('roguy', '4')
('rohes', '9')
('roids', '4')
('roils', '2')
('roily', '2')
('roins', '3')
('roist', '2')
('rojak', '4')
('rojis', '3')
('roked', '5')
('roker', '9')
('rokes', '8')
('rolag', '4')
('roles', '2')
('rolfs', '3')
('rolls', '4')
('romal', '4')
('roman', '3')
('romeo', '5')
('romps', '4')
('ronde', '3')
('rondo', '4')
('roneo', '3')
('rones', '3')
('ronin', '4')
('ronne', '5')
('ronte', '2')
('ronts', '3')
('roods', '5')
('roofs', '8')
('roofy', '7')
('rooks', '7')
('rooky', '5')
('rooms', '6')
('roomy', '6')
('roons', '4')
('roops', '5')
('roopy', '4')
('roosa', '3')
('roose', '4')
('roost', '5')
('roots', '4')
('rooty', '3')
('roped', '4')
('roper', '7')
('ropes', '6')
('ropey', '3')
('roque', '6')
('roral', '9')
('rores', '13')
('roric', '6')
('rorid', '4')
('rorie', '6')
('rorts', '9')
('rorty', '7')
('rosed', '3')
('roses', '10')
('roset', '2')
('roshi', '3')
('rosin', '2')
('rosit', '3')
('rosti', '3')
('rosts', '5')
('rotal', '3')
('rotan', '3')
('rotas', '2')
('rotch', '4')
('roted', '2')
('rotes', '2')
('rotis', '3')
('rotls', '3')
('roton', '4')
('rotor', '5')
('rotos', '4')
('rotte', '4')
('rouen', '3')
('roues', '4')
('rouge', '5')
('rough', '4')
('roule', '3')
('rouls', '3')
('roums', '4')
('round', '3')
('roups', '3')
